question_id,question_type,question_text,difficulty,primary_tables,expected_output_rows,workflow_complexity,generation_model,generation_timestamp,reference_sql,function_sequence,expected_result_summary,success_criteria
171,sql,What economic activities are excluded from GDP measurements?,easy,time_series_data,12,simple_query,gpt-4o,2025-09-01T15:41:34.716006,"SELECT DISTINCT category AS excluded_activities
FROM time_series_data
WHERE category NOT IN ('GDP')
ORDER BY excluded_activities ASC
LIMIT 20;",,12 rows expected,
172,sql,Which government functions fall outside standard budget categories?,hard,budget_outlays,20,advanced,gpt-4o,2025-09-01T15:41:37.928076,"SELECT function_name, SUM(outlay_amount) AS total_outlays
FROM budget_outlays
WHERE function_name IS NOT NULL
GROUP BY function_name
HAVING function_name NOT IN ('National Defense', 'Health', 'Education', 'Transportation', 'Income Security', 'Veterans Benefits and Services', 'Administration of Justice', 'General Government', 'International Affairs', 'Natural Resources and Environment', 'Agriculture', 'Community and Regional Development', 'Energy', 'Commerce and Housing Credit', 'Social Security', 'Medicare', 'Other')
ORDER BY total_outlays DESC
LIMIT 20;",,20 rows expected,
173,sql,How are quasi-governmental entities treated in the datasets?,hard,budget_outlays,0,advanced,gpt-4o,2025-09-01T15:41:40.054929,"SELECT 
    function_name AS entity_name,
    fiscal_year,
    SUM(outlay_amount) AS total_outlays
FROM 
    budget_outlays
WHERE 
    function_name LIKE '%Quasi-Governmental%'
    AND outlay_amount IS NOT NULL
GROUP BY 
    function_name, fiscal_year
HAVING 
    SUM(outlay_amount) > 0
ORDER BY 
    total_outlays DESC
LIMIT 20;",,0 rows expected,
174,sql,What thresholds determine inclusion in various economic surveys?,hard,time_series_data,0,advanced,gpt-4o,2025-09-01T15:41:41.804142,"SELECT category, 
       AVG(numeric_value) AS average_value
FROM time_series_data
WHERE numeric_value IS NOT NULL
GROUP BY category
HAVING AVG(numeric_value) > 1000000000
ORDER BY average_value DESC
LIMIT 10;",,0 rows expected,
176,sql,How do spending patterns during economic expansions compare to those during contractions?,hard,"budget_outlays,economic_periods,gdp_change,gdp_growth,industry_gdp,spending_patterns",0,join_query,gpt-4o,2025-09-02T09:40:27.375985,"WITH gdp_growth AS (
    SELECT 
        year,
        SUM(gdp_value * unit_multiplier) AS total_gdp
    FROM 
        industry_gdp
    WHERE 
        gdp_value IS NOT NULL
    GROUP BY 
        year
),
gdp_change AS (
    SELECT 
        year,
        total_gdp,
        LAG(total_gdp) OVER (ORDER BY year) AS previous_gdp,
        (total_gdp - LAG(total_gdp) OVER (ORDER BY year)) / LAG(total_gdp) OVER (ORDER BY year) AS gdp_growth_rate
    FROM 
        gdp_growth
),
economic_periods AS (
    SELECT 
        year,
        CASE 
            WHEN gdp_growth_rate > 0 THEN 'expansion'
            ELSE 'contraction'
        END AS economic_period
    FROM 
        gdp_change
    WHERE 
        gdp_growth_rate IS NOT NULL
),
spending_patterns AS (
    SELECT 
        b.fiscal_year,
        e.economic_period,
        SUM(b.outlay_amount) AS total_outlay
    FROM 
        budget_outlays b
    JOIN 
        economic_periods e ON b.fiscal_year = e.year
    WHERE 
        b.outlay_amount IS NOT NULL
    GROUP BY 
        b.fiscal_year, e.economic_period
)
SELECT 
    economic_period,
    AVG(total_outlay) AS avg_outlay
FROM 
    spending_patterns
GROUP BY 
    economic_period
ORDER BY 
    economic_period;",,0 rows expected,
178,function,How do pre-crisis and post-crisis spending priorities typically differ?,medium,query_budget_data,1,single,single_query,,,"[{""function_name"": ""query_budget_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""budget"", ""records_returned"": 150, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""0.8s""}, ""response_type"": ""data""}]",,"Correct function selected for budget data query,Function arguments match question requirements,Query executes successfully"
179,sql,Which economic indicators show the greatest divergence during transition periods?,hard,industry_gdp,0,advanced,gpt-4o,2025-09-02T09:40:40.545771,"SELECT 
    industry_name AS economic_indicator,
    year,
    SUM(gdp_value * unit_multiplier) AS total_gdp
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    industry_name, year
HAVING 
    MAX(gdp_value * unit_multiplier) - MIN(gdp_value * unit_multiplier) > 0
ORDER BY 
    ABS(MAX(gdp_value * unit_multiplier) - MIN(gdp_value * unit_multiplier)) DESC
LIMIT 10;",,0 rows expected,
180,sql,How do wartime and peacetime budget allocations compare?,hard,budget_outlays,20,advanced,gpt-4o,2025-09-01T15:41:51.209039,"SELECT 
    function_name,
    fiscal_year,
    SUM(outlay_amount) AS total_outlays
FROM 
    budget_outlays
WHERE 
    function_name IS NOT NULL
    AND fiscal_year IS NOT NULL
    AND outlay_amount IS NOT NULL
    AND (function_name LIKE '%Defense%' OR function_name LIKE '%War%' OR function_name LIKE '%Peace%')
GROUP BY 
    function_name, fiscal_year
HAVING 
    SUM(outlay_amount) > 0
ORDER BY 
    fiscal_year DESC, total_outlays DESC
LIMIT 20;",,20 rows expected,
182,sql,How do spending patterns in the first vs. second half of decades typically compare?,medium,budget_outlays,2,aggregation,gpt-4o,2025-09-01T15:41:57.556358,"SELECT 
    CASE 
        WHEN fiscal_year % 10 BETWEEN 0 AND 4 THEN 'First Half'
        ELSE 'Second Half'
    END AS decade_half,
    AVG(outlay_amount) AS average_outlays
FROM 
    budget_outlays
WHERE 
    outlay_amount IS NOT NULL
GROUP BY 
    decade_half
ORDER BY 
    average_outlays DESC;",,2 rows expected,
183,sql,Which economic measurements show the most variation across different time horizons?,medium,industry_gdp,0,aggregation,gpt-4o,2025-09-02T09:41:05.916371,"SELECT 
    industry_name AS economic_measurement,
    MAX(gdp_value) - MIN(gdp_value) AS gdp_variation
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    industry_name
ORDER BY 
    gdp_variation DESC;",,0 rows expected,
184,sql,How do short-term fluctuations compare to long-term trends in government spending?,hard,"budget_outlays,long_term_trends,short_term_fluctuations",16,set_operation,gpt-4o,2025-09-01T15:42:04.907075,"WITH short_term_fluctuations AS (
    SELECT 
        fiscal_year,
        SUM(outlay_amount) AS total_outlays
    FROM 
        budget_outlays
    WHERE 
        function_name IS NOT NULL
        AND fiscal_year IS NOT NULL
        AND outlay_amount IS NOT NULL
    GROUP BY 
        fiscal_year
    ORDER BY 
        fiscal_year DESC
    LIMIT 5
),
long_term_trends AS (
    SELECT 
        fiscal_year,
        SUM(outlay_amount) AS total_outlays
    FROM 
        budget_outlays
    WHERE 
        function_name IS NOT NULL
        AND fiscal_year IS NOT NULL
        AND outlay_amount IS NOT NULL
    GROUP BY 
        fiscal_year
    ORDER BY 
        fiscal_year ASC
    LIMIT 20
)
SELECT 
    'Short Term' AS period,
    fiscal_year,
    total_outlays
FROM 
    short_term_fluctuations
UNION ALL
SELECT 
    'Long Term' AS period,
    fiscal_year,
    total_outlays
FROM 
    long_term_trends
ORDER BY 
    period ASC, fiscal_year DESC;",,16 rows expected,
185,sql,Which indicators show leading vs. lagging relationships with economic cycles?,hard,industry_gdp,0,advanced,gpt-4o,2025-09-02T09:41:17.040128,"SELECT 
    industry_name AS indicator,
    AVG(gdp_value * unit_multiplier) AS average_gdp_value
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    industry_name
HAVING 
    AVG(gdp_value * unit_multiplier) > (SELECT AVG(gdp_value * unit_multiplier) FROM industry_gdp)
ORDER BY 
    average_gdp_value DESC
LIMIT 10;",,0 rows expected,
186,sql,How do productivity gains compare across different industries?,hard,time_series_data,0,advanced,gpt-4o,2025-09-01T15:42:11.952426,"SELECT 
    category AS industry,
    AVG(numeric_value) AS average_productivity_gain
FROM 
    time_series_data
WHERE 
    category IS NOT NULL
    AND source = 'Productivity'
GROUP BY 
    category
HAVING 
    COUNT(numeric_value) > 1
ORDER BY 
    average_productivity_gain DESC
LIMIT 10;",,0 rows expected,
187,sql,Which sectors show the most divergent employment vs. output trends?,hard,time_series_data,0,advanced,gpt-4o,2025-09-01T15:42:14.238199,"SELECT 
    tsd.category AS sector,
    SUM(CASE WHEN tsd.source = 'Employment' THEN tsd.numeric_value ELSE 0 END) AS total_employment,
    SUM(CASE WHEN tsd.source = 'Output' THEN tsd.numeric_value ELSE 0 END) AS total_output,
    ABS(SUM(CASE WHEN tsd.source = 'Employment' THEN tsd.numeric_value ELSE 0 END) - 
        SUM(CASE WHEN tsd.source = 'Output' THEN tsd.numeric_value ELSE 0 END)) AS divergence
FROM 
    time_series_data tsd
WHERE 
    tsd.category IS NOT NULL
    AND tsd.source IN ('Employment', 'Output')
GROUP BY 
    tsd.category
HAVING 
    COUNT(DISTINCT tsd.source) = 2
ORDER BY 
    divergence DESC
LIMIT 10;",,0 rows expected,
188,sql,How do capital-intensive vs. labor-intensive industries compare in economic contribution?,medium,time_series_data,0,aggregation,gpt-4o,2025-09-01T15:42:16.140331,"SELECT 
    category AS industry_category,
    SUM(numeric_value) AS total_economic_contribution
FROM 
    time_series_data
WHERE 
    category IN ('Capital-Intensive', 'Labor-Intensive')
    AND numeric_value IS NOT NULL
GROUP BY 
    category
ORDER BY 
    total_economic_contribution DESC
LIMIT 10;",,0 rows expected,
189,sql,Which industries show similar vs. different responses to policy changes?,hard,time_series_data,6,advanced,gpt-4o,2025-09-02T09:41:41.110151,"SELECT 
    category AS industry,
    AVG(numeric_value) AS avg_response,
    COUNT(DISTINCT indicator_id) AS distinct_policy_changes
FROM 
    time_series_data
WHERE 
    numeric_value IS NOT NULL
    AND category IS NOT NULL
GROUP BY 
    category
HAVING 
    COUNT(DISTINCT indicator_id) > 1
ORDER BY 
    avg_response DESC
LIMIT 10;",,6 rows expected,
190,sql,How do traditional vs. emerging sectors compare in growth dynamics?,easy,,0,simple_query,claude-sonnet-4-20250514,2025-09-01T19:41:46.657514,;,,0 rows expected,
191,sql,Which economic sectors show complementary vs. competitive relationships?,hard,industry_gdp,0,advanced,gpt-4o,2025-09-02T09:41:57.920321,"SELECT 
    a.industry_name AS industry_name_a,
    b.industry_name AS industry_name_b,
    SUM(a.gdp_value * a.unit_multiplier) AS total_gdp_a,
    SUM(b.gdp_value * b.unit_multiplier) AS total_gdp_b,
    CASE 
        WHEN SUM(a.gdp_value * a.unit_multiplier) > SUM(b.gdp_value * b.unit_multiplier) THEN 'Competitive'
        ELSE 'Complementary'
    END AS relationship_type
FROM 
    industry_gdp a
JOIN 
    industry_gdp b ON a.year = b.year AND a.industry_code <> b.industry_code
WHERE 
    a.gdp_value IS NOT NULL AND b.gdp_value IS NOT NULL
GROUP BY 
    a.industry_name, b.industry_name
HAVING 
    COUNT(DISTINCT a.year) > 1
ORDER BY 
    relationship_type, industry_name_a, industry_name_b
LIMIT 100;",,0 rows expected,
192,sql,How do export-oriented vs. domestic-focused industries compare in stability?,hard,time_series_data,0,advanced,gpt-4o,2025-09-01T15:42:31.711307,"SELECT 
    category,
    AVG(numeric_value) AS average_value,
    COUNT(*) AS data_points
FROM 
    time_series_data
WHERE 
    category IN ('Exports', 'Domestic Production') 
    AND numeric_value IS NOT NULL
GROUP BY 
    category
HAVING 
    COUNT(*) > 5
ORDER BY 
    average_value DESC
LIMIT 10;",,0 rows expected,
193,sql,Which sectors show the strongest vs. weakest links to government spending?,hard,"budget_outlays,gdp_data,sector_correlation,sector_spending,time_series_data",100,advanced,claude-sonnet-4-20250514,2025-09-01T19:42:08.094225,"WITH sector_spending AS (
    SELECT 
        function_name as sector,
        SUM(outlay_amount) as total_outlays,
        AVG(outlay_amount) as avg_annual_outlays,
        COUNT(*) as years_of_data
    FROM budget_outlays 
    WHERE outlay_amount IS NOT NULL
    GROUP BY function_name
    HAVING COUNT(*) >= 3
),
gdp_data AS (
    SELECT 
        AVG(numeric_value) as avg_gdp
    FROM time_series_data 
    WHERE category = 'GDP' 
    AND numeric_value IS NOT NULL
),
sector_correlation AS (
    SELECT 
        s.sector,
        s.total_outlays,
        s.avg_annual_outlays,
        (s.total_outlays / g.avg_gdp) * 100 as spending_to_gdp_ratio,
        CASE 
            WHEN s.total_outlays > (SELECT AVG(total_outlays) * 1.5 FROM sector_spending) THEN 'Strongest Link'
            WHEN s.total_outlays < (SELECT AVG(total_outlays) * 0.5 FROM sector_spending) THEN 'Weakest Link'
            ELSE 'Moderate Link'
        END as spending_strength
    FROM sector_spending s
    CROSS JOIN gdp_data g
)
SELECT 
    sector,
    total_outlays,
    spending_to_gdp_ratio,
    spending_strength
FROM sector_correlation
WHERE spending_strength IN ('Strongest Link', 'Weakest Link');",,100 rows expected,
194,sql,How do regulated vs. unregulated industries compare in economic patterns?,medium,industry_gdp,0,aggregation,gpt-4o,2025-09-02T09:42:14.666857,"SELECT 
    CASE 
        WHEN industry_code IN ('regulated_code1', 'regulated_code2') THEN 'Regulated'
        ELSE 'Unregulated'
    END AS industry_type,
    year,
    SUM(gdp_value * unit_multiplier) AS total_gdp,
    AVG(gdp_value * unit_multiplier) AS average_gdp,
    COUNT(DISTINCT industry_code) AS industry_count
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    industry_type, year
ORDER BY 
    year, industry_type;",,0 rows expected,
195,sql,Which industries show convergent vs. divergent productivity trends?,hard,industry_gdp,0,advanced,gpt-4o,2025-09-02T09:42:19.483425,"SELECT 
    industry_name,
    AVG(gdp_value) AS avg_gdp_value,
    COUNT(DISTINCT year) AS num_years,
    MAX(gdp_value) - MIN(gdp_value) AS gdp_range
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    industry_name
HAVING 
    num_years > 1
ORDER BY 
    gdp_range ASC;",,0 rows expected,
196,function,How do spending patterns differ under different policy regimes?,medium,query_budget_data,1,single,single_query,,,"[{""function_name"": ""query_budget_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""budget"", ""records_returned"": 150, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""0.8s""}, ""response_type"": ""data""}]",,"Correct function selected for budget data query,Function arguments match question requirements,Query executes successfully"
197,sql,Which economic indicators show the strongest response to fiscal interventions?,hard,industry_gdp,0,advanced,gpt-4o,2025-09-02T09:42:28.061669,"SELECT 
    industry_name AS economic_indicator, 
    year, 
    SUM(gdp_value * unit_multiplier) AS total_gdp_value
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL 
    AND unit_multiplier IS NOT NULL
GROUP BY 
    industry_name, year
HAVING 
    SUM(gdp_value * unit_multiplier) > 0
ORDER BY 
    total_gdp_value DESC
LIMIT 10;",,0 rows expected,
198,sql,How do automatic stabilizers compare to discretionary spending in economic impact?,hard,budget_outlays,0,advanced,gpt-4o,2025-09-01T15:42:45.732934,"SELECT 
    function_name AS spending_category,
    fiscal_year,
    SUM(outlay_amount) AS total_outlays
FROM 
    budget_outlays
WHERE 
    function_name IN ('Automatic Stabilizers', 'Discretionary Spending')
    AND outlay_amount IS NOT NULL
GROUP BY 
    function_name, fiscal_year
HAVING 
    SUM(outlay_amount) > 0
ORDER BY 
    fiscal_year DESC, total_outlays DESC
LIMIT 20;",,0 rows expected,
199,sql,Which budget categories show immediate vs. delayed policy effects?,hard,"budget_outlays,outlay_changes,previous_outlays,recent_outlays",20,join_query,gpt-4o,2025-09-01T15:42:51.337409,"WITH recent_outlays AS (
    SELECT 
        function_name, 
        fiscal_year, 
        SUM(outlay_amount) AS total_outlays
    FROM 
        budget_outlays
    WHERE 
        fiscal_year >= (SELECT MAX(fiscal_year) FROM budget_outlays) - 1
    GROUP BY 
        function_name, fiscal_year
),
previous_outlays AS (
    SELECT 
        function_name, 
        fiscal_year, 
        SUM(outlay_amount) AS total_outlays
    FROM 
        budget_outlays
    WHERE 
        fiscal_year < (SELECT MAX(fiscal_year) FROM budget_outlays) - 1
    GROUP BY 
        function_name, fiscal_year
),
outlay_changes AS (
    SELECT 
        r.function_name,
        r.total_outlays AS recent_outlays,
        COALESCE(p.total_outlays, 0) AS previous_outlays,
        r.total_outlays - COALESCE(p.total_outlays, 0) AS outlay_change
    FROM 
        recent_outlays r
    LEFT JOIN 
        previous_outlays p ON r.function_name = p.function_name
)
SELECT 
    function_name,
    recent_outlays,
    previous_outlays,
    outlay_change,
    CASE 
        WHEN outlay_change > 0 THEN 'Immediate Effect'
        ELSE 'Delayed Effect'
    END AS policy_effect
FROM 
    outlay_changes
WHERE 
    recent_outlays IS NOT NULL
ORDER BY 
    ABS(outlay_change) DESC
LIMIT 20;",,20 rows expected,
